ID,Language,Lexeme,POS,Contlex,Inflex Type
37642,sms,eeʹjjvaajtõs,N,N_SAJOS,1
37645,sms,saaččled,V,V_KHIORGGNED,3
37647,sms,oiʹǧǧõõttmõš,N,N_SAJOS,1
37650,sms,väinnviõkk,N,N_LUOSS,1
37652,sms,taancâlm,N,N_SIIVALM,2
37654,sms,Ǩeeʹmmjokk,N,PROP_TOP_KUSS,1
37656,sms,râʹddviõrâm,N,N_VUONJYL,2
37657,sms,nueʹttrâʹdd,N,N_LOAQDD,1
37659,sms,kuäʹl?,Adv,ADV_,X
37661,sms,viõʹlǧǧestäʹsnn,N,N_KAQLBB,1
37663,sms,jõõđeed,V,V_SILTTEED,2
37664,sms,pueʹtǩǩeed,V,V_TEEQMEED,2
37665,sms,lõđsted,V,V_KULSTED,3
37666,sms,puõʹtǩǩeed,V,V_TEEQMEED,2
37668,sms,vuâlårra,Adv,ADV_,X
37670,sms,čårrčâʹlmm,N,N_KAQLBB,1
37672,sms,huânted,V,V_SHORRNED,3
37675,sms,taʹrjjeed,V,V_TEEQMEED,2
37677,sms,suõsktõõllâd,V,V_LAUKKOOLLYD,1
37680,sms,čaʹppesleiʹbb,N,N_PEIQVV,1
37682,sms,pluss,N,N_PAARR,1
37684,sms,keäʹppertummuš,N,N_MAINSTUMMUSH,2
37686,sms,voʹsttjummuš,N,N_MAINSTUMMUSH,2
37688,sms,suʹvrrjõõvvi,A,A_PRSPRC-VVCC-I,X
37690,sms,räännkååʹđđem-muõr,N,N_MUORR-PL,1
37692,sms,suâŋasmuõtt,N,N_MUOTT,3
37694,sms,Čuʹlpptuõddâr,N,PROP_TOP_TUODDYR,2
37698,sms,tieʹrstâʹttummuš,N,N_MAINSTUMMUSH,2
37701,sms,tåiddlummuš,N,N_MAINSTUMMUSH,2
37703,sms,peâččad,Adv,ADV_,X
37704,sms,härrad,Adv,ADV_,X
37707,sms,piivvâd,V,V_POOLLYD,1
37709,sms,läähhlõõvvi,A,A_PRSPRC-VVCC-I,X
37713,sms,salggsäʹltt,N,N_KAQLBB,1
37715,sms,jeäʹmed,N,N_AQKHKHED,1
37717,sms,lâʹnnstuʹvrri,N,N_PRSPRC-VHYY-I,X
37720,sms,karbbâd,V,V_TOBDDYD,1
37722,sms,čeäʹšnn,N,N_JEAQRMM,1
37723,sms,čeäšnaž,A,A_KUYLAZH,3
37726,sms,seivvâmšolkk,N,N_ALGG,1
37728,sms,njuuʹddeei,N,N_PRSPRC-EEI,X
37730,sms,kuurri,A,A_PRSPRC-VVCC-I,X
37734,sms,kåbblamkähttan,N,N_AANAR,2
37736,sms,låʹhtt,N,N_TAQHTT,1
37737,sms,loftt,N,N_ALGG,1
37740,sms,tuâjjrääʹjtõs,N,N_SAJOS,1
37742,sms,leʹčči Tuu väʹldd määʹdd âʹlnn,Adv,ADV_,X
37744,sms,tonn,N,N_PAPP,1
37748,sms,njuõrâs-saavvsueiʹnn,N,N_SUEIQNN,1
37750,sms,käivvbeällsest,Adv,ADV_,X
37752,sms,juʹŋŋelooumaž,N,N_OOUMAZH,X
37756,sms,straŋgg,N,N_ALGG,1
37759,sms,eeʹjjediʹʒʒe,N,N_,X
37761,sms,njuiʹǩǩeed,V,IV_TEEQMEED,2
37762,sms,pårggad,V,V_SARNNAD,1
37764,sms,pâʹjjkuʹsǩǩ,N,N_KUQRCHCH,1
37765,sms,pâʹjjǩieʹčč,N,N_PIEAQSS,1
37767,sms,aalǥâst,Adv,ADV_,X
37769,sms,rämbbšõõvvmõš,N,N_SAJOS,1
37771,sms,šeʹšnnkeäʹpper,N,N_AANAR,2
37773,sms,ripssâd,V,V_TOBDDYD,1
37775,sms,šeʹšnnmädd,N,N_PESS,1
37778,sms,carstva,N,N_BIOLOGIA,3
37779,sms,väʹlddkåʹdd,N,N_LOAQDD,1
37781,sms,virkkõõvvâd,V,IV_LAUKKOOLLYD,1
37783,sms,ǩeʹrjldõʹstti,N,N_PRSPRC-VXYY-I,X
37785,sms,luõʹddjeei,N,N_PRSPRC-EEI,X
37788,sms,tuåimmnõmm,N,N_TOLL,1
37790,sms,maddusiʹrddi,N,N_PRSPRC-VXYY-I,X
37792,sms,staurrnummuš,N,N_MAINSTUMMUSH,2
37794,sms,viistsââʹjj,N,N_PAAQJJ,1
37799,sms,viiđâs,N,N_VOONYS,2
37801,sms,väimmaš,A,A_AANAR,X
37802,sms,väimmai,A,A_PRSPRC-VXYY-AI,X
37803,sms,väimmšõs,A,A-ATTR_,X
37805,sms,privatmieʹccvuäʹmsteei,N,N_PRSPRC-EEI,X
37807,sms,puåttrõʹsse mõõnnâd,V,V_POOLLYD,1
37809,sms,obbšorrõs,N,N_SAJOS,1
37812,sms,äʹcclokk,N,N_PAPP,1
37814,sms,sosialvueʹppes,N,N_VUAQPPPES,2
37817,sms,jeeʹel,N,N_JEEQEL,2
37819,sms,kåʹrnnčâʹlmm,N,N_KAQLBB,1
37821,sms,koʹrvveemvuâđđ,N,N_VUYRR,1
37824,sms,läivvam,A,A_,X
37826,sms,rekknâʹsttummuš,N,N_MAINSTUMMUSH,2
37828,sms,miârkkšõõvvi,A,A_PRSPRC-VVCC-I,X
37831,sms,väätkač,N,N_AANAR,2
37833,sms,njuâssai,A,A_PRSPRC-VWKK-AI,X
37836,sms,Šapššjäuʹrr,N,PROP_TOP_JAUQRR,1
37838,sms,ââʹnned čâʹlmmvärddjest,V,V_,5
37840,sms,kõõskõsvaaldšemtääʹss,N,N_CHAAQCC,1
37842,sms,ǩiirdčeei,A,A_PRSPRC-EEI,3
37845,sms,sauʒʒčäänn,N,N_SHOOMM,1
37847,sms,kååččeed,V,V_SOLLEED,2
37849,sms,kauppmättʼtõõttâmstrooiʹtel,N,N_STROOIQTEL,2
37851,sms,viõllâd,V,V_SIORRYD,1
37853,sms,rätkkjemteäʹǧǧ,N,N_JEAQNNN,1
37856,sms,leäkkai,A,A_SAELTTAI,X
37857,sms,leäkkas,A,A-ATTR_,X
37859,sms,väʹʒʒled,V,IV_KHEEQRJTED,3
37861,sms,voolâst,N,N_SIIVALM,2
37863,sms,vuäggmõš,N,N_SAJOS,1
37865,sms,pââidâsttmõš,N,N_SAJOS,1
37868,sms,jiõŋŋruõbdd,N,N_CHUOSHKK,1
37870,sms,hirmmâs,Adv,ADV_,X
37872,sms,haajjsueiʹnn,N,N_SUEIQNN,1
37873,sms,haajjrääʹss,N,N_CHAAQCC,1
37875,sms,čuuʹddmeeimaž,N,N_KUYLAZH,3
37877,sms,silbbrauʹddi,N,N_HOQPPI,2
37879,sms,peäggteškueʹtted,V,V_SHKUEAQTTED,1
37881,sms,čuâvteʹm,A,A_NALLSHEM,1
37882,sms,čuâvtem,A,A_NALLSHEM,1
37885,sms,sǩeârmtõõvvâd,V,IV_LAUKKOOLLYD,1
37887,sms,nââʹer väldd čõõʹlmid,Adv,ADV_,X
37889,sms,vuõppadiʹʒʒe,N,N_,X
37892,sms,ortodoksvuõtt,N,N_MUORR,1
37894,sms,läinnkorgg,N,N_ALGG,1
37896,sms,lõsttmääiǥaž,N,N_KUYLAZH,3
37898,sms,säʹlttsueiʹnn,N,N_SUEIQNN,1
37900,sms,leekkteʹmesvuõtt,N,N_MUORR,1
37902,sms,pââibužškooul,N,N_PLAAN,X
37904,sms,nooʹǩǩummuš,N,N_MAINSTUMMUSH,2
37906,sms,siiʹsǩaaʹššiminiʹstter,N,N_AANAR,2
37907,sms,siiʹsǩaaʹššiminister,N,N_KANEL,2
37909,sms,iʹrres,A,A-ATTR_,X
37911,sms,kaallšõsmetallmalmm,N,N_ALGG,1
37913,sms,čeʹpttjeei,A,A_PRSPRC-EEI,3
37915,sms,tuâjjviõkkpolitiikklaž ceälkkmõš,N,N_SAJOS,1
37917,sms,njolpp,A,A_,X
37918,sms,ämmem,N,N_,X
37920,sms,jääutai viggted,V,V_,5
37922,sms,tieʹddted,V,V_KHEEQRJTED,3
37925,sms,lââʹssjieʹllemvueʹǩǩ,N,N_VUEQSS,1
37929,sms,kauppreiss,N,N_PEIGG,1
37931,sms,naʹzvaanpeiʹvv,N,N_PEIQVV,1
37933,sms,tuõmprdummuš,N,N_MAINSTUMMUSH,2
37934,sms,topsttummuš,N,N_MAINSTUMMUSH,2
37936,sms,sǩiʹhtstõõllmõš,N,N_SAJOS,1
37939,sms,kääʹvteei,N,N_PRSPRC-EEI,X
37942,sms,risttâmsluuʹžb,N,N_HAAQSKH,1
37945,sms,aaibšõs,N,N_SAJOS,1
37947,sms,peäʹlǧǧpeuʹdd,N,N_NEUQLL,1
37949,sms,ceerkav-väʹlddneeʹǩǩ,N,N_KAADHNEKH-PL,X
37951,sms,kuâivvum,A,A_PSS-PRFPRC,X
37953,sms,arggvuõdd,N,N_MUOTT,3
37954,sms,vuõdd,N,N_MUOTT,3
37955,sms,lõõutâs,N,N_TAALKYS,2
37956,sms,loođvuõdd,N,N_MUOTT,3
37957,sms,reiʹmm,N,N_PEIQVV,1
37959,sms,låhttad,V,V_POAHSSAD,1
37961,sms,soiʹttjeei,N,N_PRSPRC-EEI,X
37963,sms,täujjnummuš,N,N_MAINSTUMMUSH,2
37965,sms,vuõlggleškueʹtted,V,V_SHKUEAQTTED,1
37967,sms,meäʹcctäällinsinõõr,N,N_PLAAN,X
37969,sms,njäʹrčč,N,N_KAQLBB,1
37972,sms,tõõjji,N,N_PRSPRC-VVCC-I,X
37974,sms,järrned,V,V_SHORRNED,3
37975,sms,čårrned,V,V_SHORRNED,3
37977,sms,måʹhšš,N,N_TAQHTT,1
37979,sms,jeäʹǧǧtõõŋâs,N,N_VOONYS,2
37981,sms,cuõpp,N,N_RUOCCC,1
37983,sms,säiʹmmkääđas,N,N_KOAOAVAS,2
37985,sms,õhttsa,Adv,ADV_,X
37987,sms,vuäʹniǩvuõtt,N,N_MUORR,1
37989,sms,suuʹlem,N,N_AANAR,2
37992,sms,ǩiʹppsjeei,N,N_PRSPRC-EEI,X
37994,sms,jõõʹvvi,N,N_PRSPRC-VVCC-I,X
37997,sms,puäʒʒjällmõš,N,N_SAJOS,1
37999,sms,reidškueʹtted,V,V_SHKUEAQTTED,1
38002,sms,ââʹleed veeʹrjest,V,V_,5
38004,sms,peešttõs,N,N_SAJOS,1
38006,sms,paappvuõtt,N,N_MUORR,1
38008,sms,kuäivas,N,N_KUAEIVAS,2
38011,sms,akkõõlli,N,N_PRSPRC-VVCC-I,X
38012,sms,aaštčõõtti,N,N_PRSPRC-VVCC-I,X
38014,sms,siiskâžpuuʹtʼtõs,N,N_SAJOS,1
38016,sms,mââʹjeekani,Adv,ADV_,X
38017,sms,ääʹjtekani,Adv,ADV_,X
38020,sms,teemmkõõskõs,N,N_SAJOS,1
38022,sms,neʹttseidd,N,N_PEIGG,1
38024,sms,maiddpââʹzzlâšttampeiʹvv,N,N_PEIQVV,1
38026,sms,kannted,V,V_AALGXTED,3
38027,sms,stoojâd,V,V_LAADDYD,1
38029,sms,ooudâsviikkâmvuʹvdd,N,N_JUQVJJ,1
38033,sms,laaddi,A,A_,X
38035,sms,njâlddšed,V,V_KAEIGGSHED,3
38037,sms,risttsuäʹbb,N,N_JEAQNNN,1
38039,sms,nuʹtt jiânnai,Adv,ADV_,X
38041,sms,lekkvuõtt,N,N_MUORR,1
38044,sms,maantõõttâm,A,A_AANAR,2
38046,sms,eeʹǩǩ,N,N_EEQKHKH,1
38049,sms,liõhtti,N,N_PRSPRC-VWHYY-I,X
38050,sms,čaŋŋlõčči,N,N_PRSPRC-VCC-I,X
38052,sms,jueʹlǧǧkädd,N,N_PESS,1
38053,sms,sokk-kädd,N,N_PESS,1
38054,sms,heäʹrvvkädd,N,N_PESS,1
38055,sms,viõmârkädd,N,N_PESS,1
38056,sms,vuõiggkädd,N,N_PESS,1
38057,sms,reznnkoođkädd,N,N_PESS,1
38059,sms,tävvtummuš,N,N_MAINSTUMMUSH,2
38062,sms,kuʹrtt-täʹhtt,N,N_TAQHTT,1
38064,sms,kuåmššjummuš,N,N_MAINSTUMMUSH,2
38065,sms,kuârččjummuš,N,N_MAINSTUMMUSH,2
38066,sms,seässmõš,N,N_SAJOS,1
38068,sms,kouddâd,V,V_AIBBYD,1
38069,sms,äbbad,V,V_LEPPAD,1
38071,sms,veälǥtõõvvmõš,N,N_SAJOS,1
38075,sms,gluuhlõs,A,A-ATTR_,X
38076,sms,kordd,A,A_ALGG,1
38077,sms,gluuhhai,A,A_SAELTTAI,X
38079,sms,õhttuum äʹššǩeʹrjj,N,N_KHEQRJJ,1
38081,sms,vuâlasveeʹrd,Adv,ADV_,X
38083,sms,huuvummuš,N,N_MAINSTUMMUSH,2
38086,sms,jäärnâǩååum,N,N_OAOAUM,X
38089,sms,parddõõvvi,A,A_PRSPRC-VVCC-I,X
38090,sms,hauddõõvvi,A,A_PRSPRC-VVCC-I,X
38092,sms,vueiʹnškueʹtted,V,V_SHKUEAQTTED,1
38094,sms,vuäʹrjjelǩiõppäʹllbaž,N,N_MEERSAZH,1
38096,sms,teämmad,Adv,ADV_,X
38097,sms,teänab,Adv,ADV_,X
38099,sms,piõllmuõrr,N,N_MUORR,1
38100,sms,koʹšǩǩeem-muõrr,N,N_MUORR,1
38102,sms,njeäʹšškuânn,N,N_VUYRR,1
38105,sms,âskkeed,V,V_SOLLEED,2
38107,sms,Poorjâsnjargg,N,PROP_TOP_ALGG,1
38110,sms,sääʹmidentiteʹtt,N,N_SEQTT,1
38112,sms,hooddrääʹjtõs,N,N_SAJOS,1
38116,sms,liŋkkeed,V,V_SILTTEED,2
38117,sms,õhtteed,V,V_SILTTEED,2
38120,sms,nallšem,A,A_NALLSHEM,1
38122,sms,jânnamteʹǩǩ,N,N_LOAQDD,1
38126,sms,pâʹsttemvuõtt,N,N_MUORR,1
38129,sms,korččjed,V,V_KUYDHDHDHJED,4
38131,sms,dommhåiddai,N,N_PRSPRC-VXYY-AI,X
38133,sms,pooʹǥrev,N,N_,X
38135,sms,päärnaisuõjjeemlääʹǩǩ,N,N_CHAAQCC,1
38138,sms,vappai,A,A_SAELTTAI,X
38139,sms,vappsõs,A,A-ATTR_,X
38141,sms,suudâmväʹldd,N,N_KAQLBB,1
38143,sms,vuõʹddjed,V,V_VOQLLJED,4
38144,sms,vuõddjid ǩiõssâd,V,V_CHIOKKYD,1
38146,sms,läʹddlaž,N,N_MEERSAZH,1
38148,sms,briitvâmneiʹbb,N,N_PEIQVV,1
38150,sms,näggrõʹstti,N,N_PRSPRC-VXYY-I,X
38151,sms,näggrõõšši,N,N_PRSPRC-VVKK-I,X
38153,sms,rekord,N,N_,X
38155,sms,muʹšttlummuš,N,N_MAINSTUMMUSH,2
38157,sms,grafitt,N,N_PAPP,1
38161,sms,kaʹrjjelrååʹz,N,N_,X
38165,sms,smaragd,N,N_PAPP,1
38167,sms,päʹhttjieʹlli,N,N_PRSPRC-VWCC-I,X
38169,sms,lââʹssteâtt,N,N_VUYRR,1
38171,sms,liâššlõõttâd,V,V_LAUKKOOLLYD,1
38172,sms,leevvad,V,V_TEEVVAD,1
38175,sms,jiõnstemvuõiggâdvuõttneǩ,N,N_KAADHNEKH,1
38178,sms,sõõustuuʹppiǩ,N,N_AACCIKH,2
38180,sms,miniʹstterväʹlljkåʹdd,N,N_LOAQDD,1
38181,sms,ministerväʹlljkåʹdd,N,N_LOAQDD,1
38183,sms,årsâʹstted,V,V_CEQPCCED,1
38186,sms,väʹrrev,N,N_AANAR,2
38187,sms,piõggväʹrrev,N,N_AANAR,2
38189,sms,soʹddjummuš,N,N_MAINSTUMMUSH,2
38191,sms,leppteei,A,A_PRSPRC-EEI,3
38193,sms,räiddjeäʹrǧǧ,N,N_JEAQRMM,1
38196,sms,reäŋggõõtti,A,A_PRSPRC-VVCC-I,X
38198,sms,mäʹtǩǩ-kååssa,N,N_BIOLOGIA,3
38201,sms,vuõleed,V,V_SILTTEED,2
38203,sms,hääʹsǩesvuõtt,N,N_MUORR,1
38205,sms,snasmiâhhjummuš,N,N_MAINSTUMMUSH,2
38207,sms,puästtad šõddâd,V,V_ROVVYD,1
38209,sms,packknemvuõtt,N,N_MUORR,1
38211,sms,riõʹvvjed,V,V_VOQLLJED,4
38214,sms,peäʹssčuʹǩǩ,N,N_CHUQKHKH,1
38215,sms,peäʹsskåårab,N,N_AANAR,2
38217,sms,piʹrǧǧeemstaan,N,N_PLAAN,X
38219,sms,šuävvjed,V,V_KUYDHDHDHJED,4
38221,sms,piârvuʹvdd,N,N_JUQVJJ,1
38223,sms,vuõllâmnalla,Adv,ADV_,X
38225,sms,arvvlõs,N,N_SAJOS,1
38227,sms,ǩeʹrjstõõvvmõš,N,N_SAJOS,1
38229,sms,lääʹǩǩstaankõõskõs,N,N_SAJOS,1
38231,sms,serddmeäʹttempäiʹǩǩ,N,N_PAIQKHKH,1
38232,sms,serddmeäʹttemsââʹjj,N,N_PAAQJJ,1
38234,sms,vueʹǯǯvalmštummuš,N,N_MAINSTUMMUSH,2
38237,sms,râʹddliiv,N,N_,X
38239,sms,lääʹǩǩstaanvueʹǩǩ,N,N_VUEQSS,1
38241,sms,hääʹrvõʹstti,N,N_PRSPRC-VXYY-I,X
38243,sms,čieʹrjem,N,N_,X
38245,sms,tuʹǩǩummuš,N,N_MAINSTUMMUSH,2
38247,sms,čõõnnicuõʒʒ,N,N_RUOCCC,1
38250,sms,obstõõvvi,A,A_PRSPRC-VVCC-I,X
38251,sms,käʹttjeei,A,A_PRSPRC-EEI,3
38254,sms,vuõskkted,V,V_AALGXTED,3
38256,sms,njiõrrčâʹlmm,N,N_KAQLBB,1
38259,sms,ǩeâškkjummuš,N,N_MAINSTUMMUSH,2
38261,sms,päʹnneed,V,V_TEEQMEED,2
38265,sms,nåidsmâttmõš,N,N_SAJOS,1
38267,sms,läʹbǯǯpuäʒʒ,N,N_PUA33,X
38269,sms,kârddmõš,N,N_SAJOS,1
38273,sms,no vot,Adv,ADV_,X
38276,sms,hakker,N,N_AANAR,2
38279,sms,ruʹvddčuʹǩǩ,N,N_CHUQKHKH,1
38282,sms,råʹpp-pieʹǩǩ,N,N_MIEQLLL,1
38286,sms,staanâmsuåppmõš,N,N_SAJOS,1
38288,sms,tollpäiʹǩǩ,N,N_PAIQKHKH,1
38290,sms,juukkâmvueʹǩǩ,N,N_VUEQSS,1
38292,sms,Väʹsǩǩ Vuõnjâč,N,PROP_SEM/MAL_,X
38294,sms,ǩeärččteei,A,A_PRSPRC-EEI,3
38297,sms,pååʹštkääzzkõs,N,N_SAJOS,1
38300,sms,špouʹǩǩi,A,A_,X
38301,sms,špeäkkai,A,A_PRSPRC-VWKK-AI,X
38304,sms,jiʹhttel,Adv,ADV_,X
38306,sms,ǩieʹlddemveʹrbb,N,N_KAQLBB,1
38308,sms,princeʹss,N,N_AQVV,1
38310,sms,oiʹǧǧõõttâd,V,V_LAUKKOOLLYD,1
38312,sms,jåʹttʼtõs,N,N_SAJOS,1
38314,sms,siõmmna,Adv,ADV_,X
38317,sms,čiõhšš,N,N_MIOHTT,1
38318,sms,kåʹll-lååddaž,N,N_KUYLAZH,3
38320,sms,šošnn,N,N_ALGG,1
38322,sms,peäʹlčč,N,N_JEAQRMM,1
38324,sms,tuåldeeʹes,N,N_,X
38326,sms,taabǯstõs,N,N_SAJOS,1
38330,sms,cuâpccjiõŋŋ,N,N_MUORR,1
38331,sms,ruäʹšmmjiõŋŋ,N,N_MUORR,1
38332,sms,ruudâš,N,N_,X
38333,sms,viõʹlǧǧes jiõŋŋ,N,N_MUORR,1
38334,sms,kâʹllj-jiõŋŋ,N,N_MUORR,1
38335,sms,čaʹppes jiõŋŋ,N,N_MUORR,1
38336,sms,ponnjlõs,N,N_SAJOS,1
38337,sms,õʒʒijiõŋŋ,N,N_MUORR,1
38338,sms,vueʹǯǯjiõŋŋ,N,N_MUORR,1
38339,sms,jiõŋŋ,N,N_MUORR,1
38340,sms,ǩieʹrrjiõŋŋ,N,N_MUORR,1
38344,sms,korgg,N,N_ALGG,1
38345,sms,riântt,N,N_MIYRKK,1
38346,sms,kädd,N,N_PESS,1
38348,sms,kääʹddesjeäʹrǧǧ,N,N_JEAQRMM,1
38349,sms,käʹdsjeäʹrǧǧ,N,N_JEAQRMM,1
38351,sms,tulkk,N,N_ALGG,1
38353,sms,kåålvak,N,N_KOALVAK,2
38355,sms,murkkââʹǩǩ,N,N_CHAAQCC,1
38357,sms,vall,A,A_,X
38359,sms,puõʹllʼjõõvvi,A,A_PRSPRC-VVCC-I,X
38361,sms,ruäʹčkktummuš,N,N_MAINSTUMMUSH,2
38363,sms,siiʹsǩeed,V,V_TEEQMEED,2
38366,sms,kobrrjab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
38368,sms,miõstõk,N,N_SAJOS,1
38370,sms,viola,N,N_BIOLOGIA,3
38373,sms,ǩiʹcstõs,N,N_SAJOS,1
38374,sms,ǩiʹcstõk,N,N_SAJOS,1
38376,sms,iŋŋummuš,N,N_MAINSTUMMUSH,2
38377,sms,košǩǩummuš,N,N_MAINSTUMMUSH,2
38379,sms,muâđ muâttja,Adv,ADV_,X
38380,sms,õʹhttečõõʹlmi,Adv,ADV_,X
38382,sms,nuâkktõõllâd,V,V_LAUKKOOLLYD,1
38384,sms,saakkeed,V,V_SILTTEED,2
38386,sms,rååibeǩ,N,N_AACCIKH,2
38388,sms,vueʹllooccâmpäiʹǩǩ,N,N_PAIQKHKH,1
38391,sms,kuäskadiʹʒʒe,N,N_,X
38393,sms,Vaʹsselvääʹrr,N,PROP_TOP_SAAQMM,1
38395,sms,neurrummuš,N,N_MAINSTUMMUSH,2
38397,sms,leäʹđgteei,A,A_PRSPRC-EEI,3
38400,sms,ǩiõkkčiâss,N,N_SIYKKK,1
38402,sms,ooudâsviikkâm-fondd,N,N_ALGG,1
38404,sms,pašttumveäđaž,A,A_KUYLAZH,3
38406,sms,čårrhäiʹtt,N,N_PAIQKHKH,1
38408,sms,maaʹlʼjemǩeäʹdǧǧ,N,N_JEAQRMM,1
38410,sms,čokklad,N,N_ATOM,1
38416,sms,ǩiâlǥkuålvv-vääʹrr,N,N_SAAQMM,1
38418,sms,Ǩiõttmaadd,N,PROP_TOP_MAADD,3
38421,sms,šolkkšuåbârj,N,N_SHUOABYRJ,2
38423,sms,lokkõs,N,N_SAJOS,1
38424,sms,tõõjâs,N,N_VOONYS,2
38426,sms,kueʹssreiss,N,N_PEIGG,1
38428,sms,ceerkavlaauljoukk,N,N_AUTT,1
38430,sms,risttsätt,N,N_,X
38432,sms,musikaalʼlaž,A,A_MEERSAZH,1
38433,sms,musiklaž,A,A_MEERSAZH,1
38437,sms,viidiaǩeeʹrj,N,N_,X
38439,sms,tâʹvvrääʹnes-innäʹllbaž,N,N_MEERSAZH,1
38441,sms,kââllin lõõnnjin lij põrtt?,Adv,ADV_,X
38443,sms,suåvtõõlli,N,N_PRSPRC-VVCC-I,X
38444,sms,suânnʼjeei,N,N_PRSPRC-EEI,X
38446,sms,vipstummuš,N,N_MAINSTUMMUSH,2
38448,sms,ââʹlmlaž väʹlddkåʹdd,N,N_LOAQDD,1
38450,sms,pääʹlǩpââiʹjtummuš,N,N_MAINSTUMMUSH,2
38453,sms,peʹlǩǩ,N,N_KAQLBB,1
38455,sms,lääʹmesvuõtt,N,N_MUORR,1
38456,sms,vâkksõsvuõtt,N,N_MUORR,1
38460,sms,loottâd skaʹrripänna,V,V_,5
38461,sms,seeʹleld kååʹđđed,V,V_,5
38462,sms,säurra kååʹđđed,V,V_,5
38465,sms,čiččâmčââʹlm-måʹlǩǩ,N,N_KAQLBB,1
38467,sms,kaʹrštar,N,N_ATOM,1
38469,sms,veälǥas,Adv,ADV_,X
38477,sms,reppmueʹrjj,N,N_MUEQRJJ,1
38479,sms,vuõddâsmieʹll,N,N_MIEQLLL,1
38481,sms,ǩeʹttemveäđaž,N,N_KUYLAZH,3
38483,sms,Vainosjäuʹrr,N,PROP_TOP_JAUQRR,1
38485,sms,juuǥǥeei,N,N_PRSPRC-EEI,X
38487,sms,jie leʹjje,V,V-NEG_,5
38488,sms,jie leʹčče,V,V-NEG_,5
38490,sms,njââʹlʼjed,V,V_VOQLLJED,4
38492,sms,ceerkavstaarâst,N,N_SIIVALM,2
38494,sms,karttčeäʹppõs,N,N_SAJOS,1
38497,sms,korggiʹlmmtõs,N,N_SAJOS,1
38499,sms,Meʹnekâs,N,PROP_TOP_,X
38501,sms,puuʹnes,A,A_KAAQMES,X
38502,sms,poʹttsâs,A,A-ATTR_,X
38505,sms,reäʹbccad,V,V_LAEULLAD,1
38507,sms,kaiʹǧǧesvuõtt,N,N_MUORR,1
38509,sms,njiõllâmlåʹǩǩ,N,N_LOAQDD,1
38511,sms,äʹrbbvuõttbiotoop,N,N_,X
38513,sms,kuuđâs,N,N_VOONYS,2
38514,sms,käʹrrevkuõss,N,N_LUOSS,1
38515,sms,kuõss,N,N_LUOSS,1
38517,sms,äʹrbbsilbb,N,N_ALGG,1
38520,sms,kuuʹrpjummuš,N,N_MAINSTUMMUSH,2
38522,sms,vieʹljtummuš,N,N_MAINSTUMMUSH,2
38524,sms,rõpss,N,N_ALGG,1
38526,sms,näʹǧǧeei,N,N_PRSPRC-EEI,X
38528,sms,teäggtemprogramm,N,N_PAPP,1
38531,sms,kõskkneäʹttlest,Adv,ADV_,X
38533,sms,praavjed,V,TV_KUOCCJED,4
38534,sms,seuʹrrjed,V,V_VOQLLJED,4
38535,sms,tueʹrreed,V,V_TEEQMEED,2
38537,sms,aʹppjest,Adv,ADV_,X
38539,sms,taakkâž,A,A_,X
38541,sms,loppblouslõv,N,N_BLOUSLOV,1
38543,sms,käärabvuârr,N,N_VUYRR,1
38544,sms,päärhåʹdvuârr,N,N_VUYRR,1
38546,sms,õʒsteei,A,A_PRSPRC-EEI,3
38549,sms,suõsktõõllmõš,N,N_SAJOS,1
38551,sms,veeitlaž,Adv,ADV_,X
38553,sms,modernnʼjummuš,N,N_MAINSTUMMUSH,2
38555,sms,läppjeteʹm,A,A_NALLSHEM,1
38556,sms,läppjetem,A,A_NALLSHEM,1
38559,sms,väʹlddemtuåimmjummuš,N,N_MAINSTUMMUSH,2
38562,sms,koǯǯpuŋŋ,N,N_TOLL,1
38563,sms,koǯǯräkk,N,N_AKK,1
38566,sms,ouddsââʹjj,N,N_PAAQJJ,1
38568,sms,škoorteei,N,N_PRSPRC-EEI,X
38570,sms,obbmiõlin,Adv,ADV_,X
38571,sms,sääʹrnteʹmeld,Adv,ADV_,X
38573,sms,iʹlleämma,V,V_,5
38574,sms,iʹlleämmaž,V,V_,5
38575,sms,iʹllääm,V,V_,5
38577,sms,ǩeʹddtuâjj,N,N_TUYJJ,1
38579,sms,ouddjueʹlǧǧ,N,N_MUEQRJJ,1
38582,sms,redd-duuvvâž,N,N_MUORYZH,3
38584,sms,kuâđđjummuš,N,N_MAINSTUMMUSH,2
38586,sms,täävv,N,N_SHOOMM,1
38588,sms,desinfeemaaunâs,N,N_TAALKYS,2
38590,sms,tiskkanteʹnn,N,N_SEQTT,1
