ID,Kieli,Lekseemi,Sanaluokka,Jatkoleksikko,Taivutustyyppi
14422,sms,doveeʹrnai,A,A_,X
14469,sms,cõgstõõtti,A,A_PRSPRC-VVCC-I,X
14475,sms,jäävtõõvvi,A,A_PRSPRC-VVCC-I,X
14481,sms,säärneei,A,A_PRSPRC-EEI,3
14503,sms,kuuččâr,A,A_AANAR,2
14513,sms,mottneei,A,A_PRSPRC-EEI,3
14536,sms,tuikk,A,A_,X
14556,sms,jukkõõtti,A,A_PRSPRC-VVCC-I,X
14623,sms,uʹvddeei,A,A_PRSPRC-EEI,3
14624,sms,lueʹštteei,A,A_PRSPRC-EEI,3
14635,sms,kõõmeei,A,A_PRSPRC-EEI,3
14639,sms,geometriilaž,A,A_MEERSAZH,1
14665,sms,ruäŋkkteei,A,A_PRSPRC-EEI,3
14670,sms,toolktem,A,A_NALLSHEM,1
14671,sms,toolkteʹm,A,A_NALLSHEM,1
14728,sms,pacci,A,A_PRSPRC-VCC-I,X
14729,sms,paʹccõs,A,A-ATTR_,X
14760,sms,teäddum,A,A_PSS-PRFPRC,X
14761,sms,šõõluum,A,A_PSS-PRFPRC,X
14768,sms,straammteʹm,A,A_NALLSHEM,1
14769,sms,straammtem,A,A_NALLSHEM,1
14832,sms,nuõrttsääʹmǩiõllsaž,A,A_MEERSAZH,1
14836,sms,kaʹcǩǩi,A,A_PRSPRC-VXYY-I,X
14841,sms,kriminaalʼlaž,A,A_MEERSAZH,1
14895,sms,meâldlaž,A,A_MEERSAZH,1
14937,sms,tõn ääiǥaž,A,A_KUYLAZH,3
14954,sms,pieʹllsååʹrmest,A,A_,X
14959,sms,pâârǥak,A,A_KOALVAK,2
14960,sms,pâârǥsõs,A,A-ATTR_,X
14969,sms,vueʹllpääʹcclmaž,A,A_MEERSAZH,1
14971,sms,näggar,A,A_AANAR,X
14972,sms,näggrõs,A,A-ATTR_,X
15009,sms,rännʼjam,A,A_,X
15064,sms,njuõvvõõvvi,A,A_PRSPRC-VVCC-I,X
15065,sms,meällʼjeei,A,A_PRSPRC-EEI,3
15066,sms,leivvai,A,A_PRSPRC-VXYY-AI,X
15075,sms,reâuggai,A,A_SAELTTAI,X
15110,sms,äjjai,A,A_SAELTTAI,X
15111,sms,äjjas,A,A-ATTR_,X
15193,sms,vueʹllärvvsaž,A,A_MEERSAZH,1
15196,sms,viâltʼteʹm,A,A_NALLSHEM,1
15197,sms,taarblaž,A,A_MEERSAZH,1
15198,sms,vääžnai,A,A_SAELTTAI,X
15199,sms,viâltʼtem,A,A_NALLSHEM,1
15221,sms,jeäkklaaǥǥâž,A,A_,X
15267,sms,lauʹǩǩeei,A,A_PRSPRC-EEI,3
15268,sms,versmeei,A,A_PRSPRC-EEI,3
15275,sms,kâssneei,A,A_PRSPRC-EEI,3
15276,sms,kâssneejas,A,A-ATTR_,X
15323,sms,kuʹmmlõʹtti,A,A_PRSPRC-VCC-I,X
15344,sms,tuârrjam,A,A_,X
15373,sms,kuđjisteei,A,A_PRSPRC-EEI,3
15374,sms,čiǥldõõvvi,A,A_PRSPRC-VVCC-I,X
15382,sms,jueʹǩǩemvuâlaž,A,A_MEERSAZH,1
15400,sms,taʹrjjeei,A,A_PRSPRC-EEI,3
15490,sms,ǩeäjjlõs,A,A_SAJOS,1
15525,sms,illvââ,A,A_,X
15535,sms,mõõn-ne ååraž,A,A_KUYLAZH,3
15628,sms,õõutekksaž,A,A_MEERSAZH,1
15650,sms,kattum,A,A_PSS-PRFPRC,X
15664,sms,luâđlaž,A,A_MEERSAZH,1
15727,sms,vueiʹtti,A,A_,X
15728,sms,jeällšõs,A,A-ATTR_,X
15729,sms,jeällaš,A,A_JAELLASH,X
15739,sms,čackkeei,A,A_PRSPRC-EEI,3
15743,sms,måkkai,A,A_SAELTTAI,X
15747,sms,kuʹccrdõõvvi,A,A_PRSPRC-VVCC-I,X
15793,sms,jeäggai,A,A_SAELTTAI,X
15817,sms,ođsmõõvvi,A,A_PRSPRC-VVCC-I,X
15818,sms,ođđneei,A,A_PRSPRC-EEI,3
15847,sms,alggveärlaž,A,A_MEERSAZH,1
15854,sms,neälggai,A,A_PRSPRC-VWXYY-AI,X
15856,sms,golubai,A,A_SAELTTAI,X
15877,sms,jõskki,A,A_PRSPRC-VXYY-I,X
15895,sms,tuâjmeâldlaž,A,A_MEERSAZH,1
15915,sms,sopttõõvvi,A,A_PRSPRC-VVCC-I,X
15916,sms,luâđđeei,A,A_PRSPRC-EEI,3
15948,sms,seämma kokksaž,A,A_MEERSAZH,1
15958,sms,intim,A,A_,X
15966,sms,siʹtǩǩes,A,A-ATTR_,X
15971,sms,vuʹvddekolooglaž,A,A_MEERSAZH,1
16003,sms,ââʹleǩ mâʹte âʹlmm,A,A_,X
16014,sms,roozzeei,A,A_PRSPRC-EEI,3
16018,sms,vâkkõõvvi,A,A_PRSPRC-VVCC-I,X
16034,sms,ciistʼteʹm,A,A_NALLSHEM,1
16043,sms,nokki,A,A_PRSPRC-VCC-I,X
16079,sms,formattum,A,A_PSS-PRFPRC,X
16094,sms,sǩiiđrõs,A,A-ATTR_,X
16095,sms,sǩiiđâr,A,A_AANAR,2
16105,sms,suârras,A,A-ATTR_,X
16109,sms,luõddnõddi,A,A_PRSPRC-VCC-I,X
16110,sms,jiâllõõvvi,A,A_PRSPRC-VVCC-I,X
16132,sms,viiđekksaž,A,A_MEERSAZH,1
16139,sms,pâiʹlekksaž,A,A_MEERSAZH,1
16141,sms,kâkkjeei,A,A_PRSPRC-EEI,3
16143,sms,säiʹmmčâʹlmmsaž,A,A_MEERSAZH,1
16169,sms,šaiggnam,A,A_,X
16176,sms,tuõrrum,A,A_PSS-PRFPRC,X
16182,sms,tän ååraž,A,A_KUYLAZH,3
16185,sms,pieʹǩǩi,A,A_,X
16223,sms,pieʹlläävai,A,A_SAELTTAI,X
16243,sms,čuõʹvvesviskkâd,A,A_VISKKYD,2
16284,sms,tåʹǧǧpueiʹdd,A,A_,X
16310,sms,ekonoompoliittlaž,A,A_MEERSAZH,1
16316,sms,jânnamtiõđlaž,A,A_MEERSAZH,1
16340,sms,rennõõvvi,A,A_PRSPRC-VVCC-I,X
16377,sms,lueʹǯǯes,A,A-ATTR_,X
16390,sms,teäppač,A,A_AANAR,2
16391,sms,teäppčõs,A,A-ATTR_,X
16409,sms,njõʹddi,A,A_JIOQNNI,X
16415,sms,ruõbdteʹm,A,A_NALLSHEM,1
16416,sms,ruõbdtem,A,A_NALLSHEM,1
16422,sms,siõlǥteei,A,A_PRSPRC-EEI,3
16455,sms,čeuʹǯǯpõõlli,A,A_PRSPRC-VVCC-I,X
16496,sms,čõõnni,A,A_PRSPRC-VVCC-I,X
16503,sms,kåččai,A,A_,X
16565,sms,tõõjji,A,A_PRSPRC-VVCC-I,X
16573,sms,pâjjlõs,A,A-ATTR_,X
16575,sms,ävvõõvvi,A,A_PRSPRC-VVCC-I,X
16598,sms,tieʹǧǧtem,A,A_NALLSHEM,1
16612,sms,jieʹllemalggsaž,A,A_MEERSAZH,1
16636,sms,taʹrbbes,A,A_,X
16657,sms,lâʹǩǩ,A,A_LOAQDD,1
16689,sms,jieʹrmvuâstlaž,A,A_MEERSAZH,1
16691,sms,puhttum,A,A_PSS-PRFPRC,X
16710,sms,kuʹccrdõõvvâm,A,A_AANAR,2
16712,sms,friskksaka,A,A_,X
16747,sms,õõuʹdmõs,A,A_IS_ADJ-DER/SUPERL_mws,X
16748,sms,oouʹdmõs,A,A_HAS_ADJ-DER/SUPERL_mws,X
16783,sms,rääkkai,A,A_PRSPRC-VVKK-AI,X
16854,sms,njarbbõõvvi,A,A_PRSPRC-VVCC-I,X
16855,sms,njäärbeei,A,A_PRSPRC-EEI,3
16870,sms,lääʹbǯest põõlli,A,A_PRSPRC-VVCC-I,X
16906,sms,ääukteei,A,A_PRSPRC-EEI,3
16911,sms,tuåzzteʹm,A,A_NALLSHEM,1
16912,sms,tuåzztem,A,A_NALLSHEM,1
16940,sms,sõõmõõlli,A,A_PRSPRC-VVCC-I,X
16984,sms,ruʹppsõs,A,A-ATTR_,X
16996,sms,kuäškknjõs,A,A_SAJOS,1
17004,sms,ekumeenlaž,A,A_MEERSAZH,1
17058,sms,čuõveei,A,A_PRSPRC-EEI,3
17091,sms,tuâvvõõvvi,A,A_PRSPRC-VVCC-I,X
17116,sms,mojjsmeei,A,A_PRSPRC-EEI,3
17154,sms,staantem,A,A_NALLSHEM,1
17155,sms,staanteʹm,A,A_NALLSHEM,1
17204,sms,hiâleei,A,A_PRSPRC-EEI,3
17286,sms,šiõtti,A,A_,X
17287,sms,čaakki,A,A_PRSPRC-VVKK-I,X
17288,sms,čaakktes,A,A-ATTR_,X
17294,sms,viõhssi,A,A_,X
17299,sms,mõstti,A,A_PRSPRC-VXYY-I,X
17300,sms,ruuštõõvvi,A,A_PRSPRC-VVCC-I,X
17359,sms,oʹdinak,A,A_KOALVAK,2
17379,sms,äimmkååʹšǩes,A,A_KOAQSHKHES,X
17403,sms,pannčiõlǥas,A,A_,X
17404,sms,pannčiõlgg,A,A-ATTR_,X
17409,sms,cõjjlõõtti,A,A_PRSPRC-VVCC-I,X
17458,sms,vaarteei,A,A_PRSPRC-EEI,3
17506,sms,veâlǥeei,A,A_PRSPRC-EEI,3
17509,sms,raaiteʹm,A,A_NALLSHEM,1
17510,sms,raaitem,A,A_NALLSHEM,1
17551,sms,seuʹnnjed,A,A_AQKHKHED,1
17552,sms,seuʹŋŋes,A,A_,X
17553,sms,seuʹnnjes,A,A_,X
17600,sms,kooumekksaž,A,A_MEERSAZH,1
17614,sms,mueiʹǩrõs,A,A-ATTR_,X
17615,sms,mueiʹǩǩer,A,A_AANAR,2
17631,sms,jeeʹelʼlõõvvi,A,A_PRSPRC-VVCC-I,X
17633,sms,tieʹllvõs,A,A-ATTR_,X
17634,sms,tieʹllev,A,A_AANAR,2
17656,sms,ääiʹjtem,A,A_NALLSHEM,1
17657,sms,ääiʹjteʹm,A,A_NALLSHEM,1
17663,sms,sueinnas,A,A-ATTR_,X
17664,sms,sueinnai,A,A_SAELTTAI,X
17679,sms,vaʹlddi,A,A_,X
17680,sms,väʹlddel,A,A_AANAR,2
17698,sms,reäkklâs,A,A_,X
17719,sms,vigglvaž,A,A_MEERSAZH,1
17750,sms,vennai,A,A_SAELTTAI,X
17781,sms,šââddtem,A,A_NALLSHEM,1
17782,sms,šââddteʹm,A,A_NALLSHEM,1
17805,sms,fyysisk,A,A_,X
17826,sms,vueiʹvvmeäʹrtem,A,A_NALLSHEM,1
17827,sms,vueiʹvvmeäʹrteʹm,A,A_NALLSHEM,1
17858,sms,siisklâž,A,A_,X
17945,sms,vuâsppååʹdteʹm,A,A_NALLSHEM,1
17946,sms,vuâsppååʹdtem,A,A_NALLSHEM,1
17965,sms,lueʹǯǯjeei,A,A_PRSPRC-EEI,3
17970,sms,smääǥǥtem,A,A_NALLSHEM,1
17971,sms,smääǥǥteʹm,A,A_NALLSHEM,1
17987,sms,čuõvvummus,A,A_IS_ADJ-DER/SUPERL_ummus,X
17989,sms,peäʹstteei,A,A_PRSPRC-EEI,3
17996,sms,väiʹǧǧreei,A,A_PRSPRC-EEI,3
17997,sms,luõikeei,A,A_PRSPRC-EEI,3
18039,sms,eeʹjjteʹm,A,A_NALLSHEM,1
18040,sms,eeʹjjtem,A,A_NALLSHEM,1
18064,sms,veʹrddeei,A,A_PRSPRC-EEI,3
18072,sms,äärmlaž,A,A_MEERSAZH,1
18085,sms,räʹmbb,A,A_,X
18095,sms,šõkknemoddsaž,A,A_MEERSAZH,1
18123,sms,kalšmõõvvi,A,A_PRSPRC-VVCC-I,X
18124,sms,käʹrnnjlõõvvi,A,A_PRSPRC-VVCC-I,X
18125,sms,kalšmeei,A,A_PRSPRC-EEI,3
18152,sms,lääǥǥlaž,A,A_MEERSAZH,1
18164,sms,heänaž,A,A_KUYLAZH,3
18170,sms,vääʹnnveârsõs,A,A-ATTR_,X
18171,sms,vääʹnnveârai,A,A_SAELTTAI,X
18175,sms,siõʹme vuâstta åårrai,A,A_PRSPRC-VVCC-AI,X
18176,sms,vuõʹrddi,A,A_PRSPRC-VWXYY-I,X
18183,sms,snäätnas,A,A-ATTR_,X
18203,sms,luõvâs,A,A_,X
18211,sms,kuõʹrrjõõvvi,A,A_PRSPRC-VVCC-I,X
18222,sms,raʹvvjeei,A,A_PRSPRC-EEI,3
18223,sms,raaveei,A,A_PRSPRC-EEI,3
18224,sms,friskksmeei,A,A_PRSPRC-EEI,3
18247,sms,njeeʹbles,A,A-ATTR_,X
18248,sms,njeʹbll,A,A_KHEQRJJ,1
18258,sms,njiõʒʒum,A,A_PSS-PRFPRC,X
18292,sms,kuärǥač,A,A_AANAR,2
18304,sms,pââraǩ,A,A_AACCIKH,2
18305,sms,virkkai,A,A_PRSPRC-VXYY-AI,X
18311,sms,aʹrvvteʹm,A,A_NALLSHEM,1
18312,sms,aʹrvvtem,A,A_NALLSHEM,1
18378,sms,smiõtteei,A,A_PRSPRC-EEI,3
18408,sms,privatekonoomlaž,A,A_MEERSAZH,1
18439,sms,čueʹzzes,A,A-ATTR_,X
18440,sms,kuäʹlšš,A,A_CHUAQRVV,X
18441,sms,čueʹss,A,A_SUEAQKHKH,1
18442,sms,kueʹlšes,A,A-ATTR_,X
18443,sms,čuâʹss,A,A_,X
18459,sms,sieʹltteei,A,A_PRSPRC-EEI,3
18461,sms,kuõʹrres,A,A_,X
18478,sms,moodrainallšem,A,A_NALLSHEM,1
18517,sms,neälggas,A,A-ATTR_,X
18539,sms,kõskklumus,A,A_,X
18540,sms,kõõskmõs,A,A_,X
18541,sms,kõskklummus,A,A_IS_ADJ-DER/SUPERL_ummus,X
18558,sms,mineral,A,A_,X
18576,sms,teäʹǧǧmierrsaž,A,A_MEERSAZH,1
18593,sms,naʹlleš,A,A_,X
18594,sms,mallaš,A,A_JAELLASH,X
18595,sms,maʹllšõs,A,A-ATTR_,X
18596,sms,naʹllšõs,A,A-ATTR_,X
18603,sms,nuâllʼjeei,A,A_PRSPRC-EEI,3
18623,sms,siiskâž,A,A_,X
18629,sms,eettlaž,A,A_MEERSAZH,1
18641,sms,leeiʹbtem,A,A_NALLSHEM,1
18642,sms,leeiʹbteʹm,A,A_NALLSHEM,1
18729,sms,mieʹđeei,A,A_PRSPRC-EEI,3
18733,sms,tuärral,A,A_AANAR,2
18741,sms,jeäggõõvvi,A,A_PRSPRC-VVCC-I,X
18745,sms,põõlteei,A,A_PRSPRC-EEI,3
18746,sms,straahhi,A,A_,X
18747,sms,straahhes,A,A-ATTR_,X
18748,sms,põõltõs,A,A_SAJOS,1
18772,sms,joorri,A,A_PRSPRC-VVCC-I,X
18792,sms,vällai,A,A_SAELTTAI,X
18793,sms,viizzlõs,A,A-ATTR_,X
18797,sms,veäʹrǧǧeei,A,A_PRSPRC-EEI,3
18823,sms,tiuddâkksâž,A,A_,X
18838,sms,mââjkõs,A,A-ATTR_,X
18839,sms,mââjak,A,A_KOALVAK,2
18849,sms,äppai,A,A_SAELTTAI,X
18851,sms,miõllmâânas,A,A_,X
18934,sms,skorččai,A,A_SAELTTAI,X
18938,sms,riistʼtem,A,A_NALLSHEM,1
18939,sms,riistʼteʹm,A,A_NALLSHEM,1
18962,sms,vuäitlvaž,A,A_MEERSAZH,1
19052,sms,lääʹjjteʹm,A,A_NALLSHEM,1
19053,sms,lääʹjjtem,A,A_NALLSHEM,1
19055,sms,åhttsõs,A,A-ATTR_,X
19056,sms,åhttai,A,A_SAELTTAI,X
19084,sms,kuâuseei,A,A_PRSPRC-EEI,3
19098,sms,kõõlpeei,A,A_PRSPRC-EEI,3
19104,sms,čuõʹǩǩesčappâd,A,A_VISKKYD,2
19105,sms,čuõʹǩǩesčaʹppes,A,A-ATTR_,X
19113,sms,ǩeäinn,A,A_,X
19121,sms,måkkam,A,A_,X
19122,sms,måkam,A,A_,X
19187,sms,njueʹss,A,A_SUEAQKHKH,1
19204,sms,põõʹnni,A,A_PRSPRC-VVCC-I,X
19244,sms,jorbsmõõvvi,A,A_PRSPRC-VVCC-I,X
19251,sms,njeʹzzlåkk,A,A_,X
19283,sms,šuuʹreei,A,A_PRSPRC-EEI,3
19294,sms,oranss,A,A_,X
19295,sms,maʹlinovi ruõpssâd,A,A_VISKKYD,2
19367,sms,râʹšši,A,A_JIOQNNI,X
19368,sms,rõʹššes,A,A-ATTR_,X
19374,sms,huânteei,A,A_PRSPRC-EEI,3
19405,sms,täʹrmmes,A,A-ATTR_,X
19406,sms,täʹrmmai,A,A_SAELTTAI,X
19428,sms,vuâlaž,A,A_KUYLAZH,3
19447,sms,määŋgpeällsaž,A,A_MEERSAZH,1
19466,sms,jâkk,A,A-ATTR_,X
19467,sms,jaakkâs,A,A_KOODDYS,2
19468,sms,jâkkas,A,A_,X
19493,sms,portugaalʼlaž,A,A_MEERSAZH,1
19495,sms,sueʹles,A,A_CHUEQDHES,2
19512,sms,njäälmlaž,A,A_MEERSAZH,1
19535,sms,nõõđteʹm,A,A_NALLSHEM,1
19536,sms,nõõđtem,A,A_NALLSHEM,1
19544,sms,ǩiâpptõõvvi,A,A_PRSPRC-VVCC-I,X
19561,sms,ââssas,A,A-ATTR_,X
19562,sms,ââssai,A,A_PRSPRC-VVKK-AI,X
19572,sms,ruâkkseei,A,A_PRSPRC-EEI,3
19626,sms,vieʹlles,A,A-ATTR_,X
19627,sms,vieʹll,A,A_,X
19633,sms,čuõʹlmmes,A,A-ATTR_,X
19634,sms,čuõlmmi,A,A_,X
19652,sms,pivvâl,A,A_AANAR,2
19671,sms,õõutnallšem,A,A_NALLSHEM,1
19678,sms,vââʹjjteʹm,A,A_NALLSHEM,1
19679,sms,vââʹjjtem,A,A_NALLSHEM,1
19689,sms,eʹǩǩer,A,A_AANAR,2
19711,sms,šieʹštti,A,A_PRSPRC-VWXYY-I,X
19712,sms,šieʹsttes,A,A-ATTR_,X
19749,sms,ställas,A,A-ATTR_,X
19750,sms,ställai,A,A_SAELTTAI,X
19789,sms,tåskkai,A,A_PRSPRC-VXYY-AI,X
19790,sms,tåskkas,A,A-ATTR_,X
19794,sms,tuâlʼjõžmall,A,A_,X
19841,sms,cieʹlǩtem,A,A_NALLSHEM,1
19842,sms,säärntem,A,A_NALLSHEM,1
19843,sms,säärnteʹm,A,A_NALLSHEM,1
19844,sms,cieʹlǩteʹm,A,A_NALLSHEM,1
19869,sms,veäʹlkõʹssi,A,A_,X
19870,sms,jeäʹleč,A,A_AANAR,2
19871,sms,veäʹliǩ,A,A_AACCIKH,2
19872,sms,veäʹlkõs,A,A-ATTR_,X
19876,sms,ooudeei,A,A_PRSPRC-EEI,3
19878,sms,euʹrrmierrsaž,A,A_MEERSAZH,1
19885,sms,ääʹrešm-muâttsaž,A,A_MEERSAZH,1
19887,sms,aunnsaalaž,A,A_MEERSAZH,1
19997,sms,jååʹđtõõlli,A,A_PRSPRC-VVCC-I,X
19999,sms,räuhhtõõvvi,A,A_PRSPRC-VVCC-I,X
20014,sms,soojjâl,A,A_AANAR,2
20015,sms,njuõʹrres,A,A-ATTR_,X
20038,sms,årsteei,A,A_PRSPRC-EEI,3
20068,sms,sieddai,A,A_SAELTTAI,X
20069,sms,sieddas,A,A-ATTR_,X
20151,sms,puâkkõõvvi,A,A_PRSPRC-VVCC-I,X
20152,sms,ännseei,A,A_PRSPRC-EEI,3
20156,sms,peeʹlčteei,A,A_PRSPRC-EEI,3
20166,sms,loolčõs,A,A-ATTR_,X
20167,sms,loolõõtti,A,A_PRSPRC-VVCC-I,X
20168,sms,loolli,A,A_PRSPRC-VVCC-I,X
20170,sms,äuʹcsteei,A,A_PRSPRC-EEI,3
20171,sms,teâpsteei,A,A_PRSPRC-EEI,3
20204,sms,reiddjes,A,A-ATTR_,X
20205,sms,reiddal,A,A_AANAR,2
20241,sms,šaareei,A,A_PRSPRC-EEI,3
20298,sms,seillai,A,A_PRSPRC-VXYY-AI,X
20338,sms,čiõlggjeärmmai,A,A_SAELTTAI,X
20339,sms,čiõlggjieʹrmmes,A,A-ATTR_,X
20352,sms,čiõkkum,A,A_PSS-PRFPRC,X
20386,sms,riâššõõvvi,A,A_PRSPRC-VVCC-I,X
20454,sms,pueʹžžes,A,A-ATTR_,X
20515,sms,jiiʹjjesraajjâm,A,A_AANAR,2
20585,sms,lõõmmi,A,A_PRSPRC-VVCC-I,X
20592,sms,õckk,A,A-ATTR_,X
20594,sms,vuânjas,A,A_,X
20598,sms,nuʹbbsâjjsaž,A,A_MEERSAZH,1
20604,sms,oolǥbeällsaž,A,A_MEERSAZH,1
20605,sms,åålǥbeällsaž,A,A_MEERSAZH,1
20650,sms,ââʹjjpeeivlaž,A,A_MEERSAZH,1
20677,sms,šõllneei,A,A_PRSPRC-EEI,3
20733,sms,vuåššas,A,A-ATTR_,X
20734,sms,vuåšši,A,A_,X
20738,sms,krååvjab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
20745,sms,teâvõõtti,A,A_PRSPRC-VVCC-I,X
20792,sms,tobddsallaš,A,A_TOBDDSALLASH,X
20841,sms,jiõččpeälaž,A,A_MEERSAZH,1
20842,sms,moodras,A,A-ATTR_,X
20843,sms,sueʹmmes,A,A-ATTR_,X
20869,sms,heärršõõvvi,A,A_PRSPRC-VVCC-I,X
20871,sms,vuõjeei,A,A_PRSPRC-EEI,3
20877,sms,võõnteei,A,A_PRSPRC-EEI,3
20878,sms,võnnlõʹtti,A,A_PRSPRC-VCC-I,X
20950,sms,njeuʹlles,A,A-ATTR_,X
21064,sms,oođeei,A,A_PRSPRC-EEI,3
21100,sms,teâuddjeei,A,A_PRSPRC-EEI,3
21186,sms,čõnnõõttâm,A,A_AANAR,2
21188,sms,tääʹssliõggsâs,A,A_,X
21216,sms,puuštčeei,A,A_PRSPRC-EEI,3
21227,sms,kâllnateʹm,A,A_NALLSHEM,1
21228,sms,kâllnatem,A,A_NALLSHEM,1
21233,sms,viõʹrres,A,A-ATTR_,X
21239,sms,jõõrõʹtti,A,A_PRSPRC-VCC-I,X
21251,sms,tancci,A,A_PRSPRC-VXYY-I,X
21270,sms,koškkõõlli,A,A_PRSPRC-VVCC-I,X
21285,sms,suõnnsiiskâž,A,A_,X
21295,sms,vännsakka,A,A_,X
21297,sms,rââššeei,A,A_PRSPRC-EEI,3
21312,sms,uuidi,A,A_,X
21347,sms,njoođđai,A,A_PRSPRC-VVCC-AI,X
21348,sms,lieʹđđeei,A,A_PRSPRC-EEI,3
21349,sms,leäʹdǧǧeei,A,A_PRSPRC-EEI,3
21353,sms,väijvvõõtti,A,A_PRSPRC-VVCC-I,X
21382,sms,juõʹǩǩpeivvsaž,A,A_MEERSAZH,1
21401,sms,čuässai,A,A_PRSPRC-VWKK-AI,X
21402,sms,čuässas,A,A-ATTR_,X
21413,sms,såppas,A,A-ATTR_,X
21414,sms,såppai,A,A_PAERRAI,X
21415,sms,sååras,A,A_KOAOAVAS,X
21427,sms,rääuhtem,A,A_NALLSHEM,1
21436,sms,ruåššai,A,A_SAELTTAI,X
21437,sms,rueʹšši,A,N2A_LUOQSSI,X
21476,sms,juzrdeei,A,A_PRSPRC-EEI,3
21519,sms,laaidâs,A,A_JOOSKYS,X
21520,sms,laiddsõs,A,A-ATTR_,X
21522,sms,kaalli,A,A_PRSPRC-VVCC-I,X
21533,sms,jâllʼjeei,A,A_PRSPRC-EEI,3
21541,sms,koikkteei,A,A_PRSPRC-EEI,3
21550,sms,võõnni,A,A_PRSPRC-VVCC-I,X
21605,sms,vuäʹnkõs,A,A-ATTR_,X
21677,sms,čuäkkai,A,N_PRSPRC-VWCCC-AI,X
21678,sms,čuåkkleei,A,A_PRSPRC-EEI,3
21714,sms,ǩeässõõtti,A,A_PRSPRC-VVCC-I,X
21755,sms,pirrõsciʹsttjeei,A,A_PRSPRC-EEI,3
21763,sms,porggi,A,A_PRSPRC-VXYY-I,X
21769,sms,tollsââidõs,A,A_SAJOS,1
21779,sms,teâvtum,A,A_PSS-PRFPRC,X
21852,sms,šâddvuõđlaž,A,A_MEERSAZH,1
21873,sms,uʹrmmtormmum,A,A_PSS-PRFPRC,X
21875,sms,kõrmmleei,A,A_PRSPRC-EEI,3
21879,sms,ciʹsttjeei,A,A_PRSPRC-EEI,3
21880,sms,slävvõõtti,A,A_PRSPRC-VVCC-I,X
21961,sms,mââʹjeei,A,A_PRSPRC-EEI,3
22003,sms,juõlli,A,A_,X
22004,sms,juõʹlljõs,A,A-ATTR_,X
22005,sms,luâđkâs,A,A_,X
22027,sms,suuʹddes,A,A_PUUQTTES,2
22039,sms,reäǥǥteei,A,A_PRSPRC-EEI,3
22065,sms,šoorab,A,A_IS_ADJ-DER/COMP_ab,X
22066,sms,šõõrab,A,A_IS_ADJ-DER/COMP_ab,X
22067,sms,šuurab,A,A_IS_ADJ-DER/COMP_ab,X
22073,sms,troocci,A,A_PRSPRC-VVKK-I,X
22120,sms,čackki,A,A_PRSPRC-VXYY-I,X
22122,sms,cuäkkai,A,A_PRSPRC-VWKK-AI,X
22124,sms,pâjlǩičči,A,A_,X
22130,sms,mååsktõõvvi,A,A_PRSPRC-VVCC-I,X
22162,sms,skammpoddsaž,A,A_MEERSAZH,1
22201,sms,nuäkkai,A,A_PRSPRC-VWKK-AI,X
22224,sms,ååsktem,A,A_NALLSHEM,1
22225,sms,ååskteʹm,A,A_NALLSHEM,1
22255,sms,jeeʹresmiõllsaž,A,A_MEERSAZH,1
22280,sms,rauʹjješ,A,A_JAELLASH,X
22282,sms,äjjneei,A,A_PRSPRC-EEI,3
22286,sms,ruäʹssev,A,A_AANAR,2
22304,sms,råmmai,A,A_SAELTTAI,X
22305,sms,råmmsõs,A,A-ATTR_,X
22322,sms,teoreettlaž,A,A_MEERSAZH,1
22334,sms,lâssneei,A,A_PRSPRC-EEI,3
22335,sms,šõkkneei,A,A_PRSPRC-EEI,3
22340,sms,nueʹsǩes,A,A-ATTR_,X
22375,sms,jårrõʹstti,A,A_PRSPRC-VXYY-I,X
22379,sms,väjldõvvum,A,A_PSS-PRFPRC,X
22409,sms,miõllpuâreei,A,A_PRSPRC-EEI,3
22410,sms,miâlggâd pueʹrr,A,A_,X
22448,sms,kuäʹlǩǩ,A,A_JEAQRMM,1
22449,sms,kueʹlǩes,A,A-ATTR_,X
22468,sms,õtmloekksaž,A,A_MEERSAZH,1
22503,sms,vuõiggneei,A,A_PRSPRC-EEI,3
22508,sms,mååsk,A,A-ATTR_,X
22510,sms,vuäʹmmsâkka,A,A_,X
22515,sms,rouddai,A,A_SAELTTAI,X
22518,sms,ǩeässtum,A,A_PSS-PRFPRC,X
22521,sms,äššakuulli,A,A_PRSPRC-VVCC-I,X
22561,sms,pâʹjj-jiõgglaž,A,A_MEERSAZH,1
22571,sms,loʹssesmiõllsaž,A,A_MEERSAZH,1
22575,sms,čueʹlǯes,A,A-ATTR_,X
22576,sms,čuäʹlǯǯ,A,A_CHUAQRVV,1
22616,sms,miâlǥeei,A,A_PRSPRC-EEI,3
22617,sms,meälǥteei,A,A_PRSPRC-EEI,3
22636,sms,muõttǥâʹttem,A,A_NALLSHEM,1
22668,sms,kõskkâznallšem,A,A_NALLSHEM,1
22670,sms,suʹstti,A,A_PRSPRC-VXYY-I,X
22691,sms,vuâlluum,A,A_PSS-PRFPRC,X
22708,sms,jiõččrääʹǩǩes,A,A_KAAQLLES,2
22766,sms,iilbšeei,A,A_PRSPRC-EEI,3
22767,sms,čårsteei,A,A_PRSPRC-EEI,3
22797,sms,hâudrdeei,A,A_PRSPRC-EEI,3
22820,sms,veinnai,A,A_PRSPRC-VXYY-AI,X
22821,sms,pancrdeei,A,A_PRSPRC-EEI,3
22822,sms,veinnas,A,A-ATTR_,X
