ID,Kieli,Lekseemi,Sanaluokka,Jatkoleksikko,Taivutustyyppi
7365,sms,kåålptõs,A,A_SAJOS,1
7374,sms,tiuddvääldlaž,A,A_MEERSAZH,1
7392,sms,cuõʹpcci,A,N2A_LUOQSSI,X
7394,sms,pâiʹlmierrsaž,A,A_MEERSAZH,1
7411,sms,puärsmam,A,A_,X
7412,sms,âkkõõvvâm,A,A_AANAR,2
7421,sms,vääʹrkõs,A,A_SAJOS,1
7449,sms,škoouʹlʼjemnallšem,A,A_NALLSHEM,1
7468,sms,jiõnnteʹemes,A,A-ATTR_,X
7469,sms,jiõnteʹm,A,A_NALLSHEM,1
7470,sms,jiõntem,A,A_NALLSHEM,1
7474,sms,čâlmmapâššneei,A,A_PRSPRC-EEI,3
7482,sms,sõõusteʹm,A,A_NALLSHEM,1
7483,sms,šeeʹšntem,A,A_NALLSHEM,1
7484,sms,šeeʹšnteʹm,A,A_NALLSHEM,1
7485,sms,sõõustem,A,A_NALLSHEM,1
7491,sms,liikkeei,A,A_PRSPRC-EEI,3
7504,sms,vueʹlmõs,A,A_IS_ADJ-DER/SUPERL_mws,X
7570,sms,jorbsmõʹtti,A,A_PRSPRC-VCC-I,X
7609,sms,iimâž,A,A_AANAR,X
7621,sms,pâʹsttlõs,A,A-ATTR_,X
7622,sms,čokklõs,A,A-ATTR_,X
7651,sms,tuäʹrjsteei,A,A_PRSPRC-EEI,3
7662,sms,jouddlõs,A,A-ATTR_,X
7691,sms,risttreiddai,A,A_SAELTTAI,X
7706,sms,kåʹllviʹsǩǩes,A,A-ATTR_,X
7707,sms,kåʹllviskkâd,A,A_VISKKYD,2
7713,sms,eʹbll,A,A_KHEQRJJ,1
7717,sms,lääʹǩǩteknlaž,A,A_MEERSAZH,1
7746,sms,jiiʹjjesnallšem,A,A_NALLSHEM,1
7806,sms,õõmâsnallšem,A,A_NALLSHEM,1
7846,sms,pråppeei,A,A_PRSPRC-EEI,3
7869,sms,juurdlaž,A,A_MEERSAZH,1
7875,sms,čaʹjjõs,A,A_SAJOS,1
7890,sms,viikki,A,A_PRSPRC-VVKK-I,X
7892,sms,juõʹvvi,A,A_JIOQNNI,X
7893,sms,juõʹvves,A,A-ATTR_,X
7901,sms,koolčteei,A,A_PRSPRC-EEI,3
7911,sms,tuõnccõõtti,A,A_PRSPRC-VVCC-I,X
7932,sms,âllneei,A,A_PRSPRC-EEI,3
7945,sms,luâttõõvvâm,A,A_AANAR,2
7946,sms,meäccõõvvâm,A,A_AANAR,2
8024,sms,pääʹǧǧteʹm,A,A_NALLSHEM,1
8025,sms,pääʹǧǧtem,A,A_NALLSHEM,1
8048,sms,vieʹssel,A,A_AANAR,2
8049,sms,vieʹsslõs,A,A-ATTR_,X
8050,sms,rämm,A,A-ATTR_,X
8051,sms,rämmai,A,A_SAELTTAI,X
8086,sms,žaaʹltem,A,A_NALLSHEM,1
8087,sms,žaaʹlteʹm,A,A_NALLSHEM,1
8106,sms,liikkeemcõgldõsnallšem,A,A_NALLSHEM,1
8125,sms,tillʼlõõvvi,A,A_PRSPRC-VVCC-I,X
8141,sms,mååsktõõvvâm,A,A_AANAR,2
8142,sms,mååskas,A,A_VEEIDAS,X
8144,sms,reiddai,A,A_PRSPRC-VXYY-AI,X
8166,sms,ekksaž,A,A_MEERSAZH,1
8167,sms,eeǥǥaž,A,A_KUYLAZH,3
8168,sms,godovai,A,A_ZHEEVAI,X
8204,sms,suâlõõlli,A,A_PRSPRC-VVCC-I,X
8295,sms,mõõnnineäʹttlaž,A,A_MEERSAZH,1
8319,sms,häʹrvvneei,A,A_PRSPRC-EEI,3
8323,sms,čaaŋeei,A,A_PRSPRC-EEI,3
8343,sms,päʹrrõs,A,A-ATTR_,X
8344,sms,pärrai,A,A_SAELTTAI,X
8355,sms,čeâstai,A,A_SAELTTAI,X
8356,sms,čeestkõs,A,A-ATTR_,X
8357,sms,põʹsǩǩes,A,A-ATTR_,X
8358,sms,čeestai,A,A_SAELTTAI,X
8359,sms,suõʹǩǩes,A,A-ATTR_,X
8377,sms,neelljǩeârddsaž,A,A_MEERSAZH,1
8379,sms,čuõʹškkai,A,A_SAELTTAI,X
8380,sms,čuõʹšǩǩes,A,A-ATTR_,X
8400,sms,ǩeʹrddleei,A,A_PRSPRC-EEI,3
8401,sms,rõvvi,A,A_PRSPRC-VCC-I,X
8425,sms,ǩiččlõddi,A,A_PRSPRC-VCC-I,X
8450,sms,šluäʹŋǩǩi,A,A_PRSPRC-VWXYY-I,X
8462,sms,čuõvteei,A,A_PRSPRC-EEI,3
8478,sms,špeäkkteei,A,A_PRSPRC-EEI,3
8492,sms,õõut-tässʼsaž,A,A_MEERSAZH,1
8498,sms,čuõppteei,A,A_PRSPRC-EEI,3
8522,sms,čäävvai,A,A_PRSPRC-VVCC-AI,X
8532,sms,äbbai,A,A_,X
8550,sms,jiõŋŋi,A,A_PRSPRC-VXYY-I,X
8551,sms,njuäđđai,A,A_PRSPRC-VWCC-AI,X
8567,sms,sueʹleei,A,A_PRSPRC-EEI,3
8571,sms,tuâldeei,A,A_PRSPRC-EEI,3
8572,sms,tuâldeeʹes,A,A_,X
8593,sms,viõssâl,A,A_AANAR,2
8594,sms,viõsslõs,A,A-ATTR_,X
8602,sms,ruõʹstti,A,A_JIOQNNI,X
8603,sms,ruâsttai,A,A_SAELTTAI,X
8606,sms,sueiʹntem,A,A_NALLSHEM,1
8633,sms,čiŋŋlõs,A,A-ATTR_,X
8672,sms,mååʹđjõõvvi,A,A_PRSPRC-VVCC-I,X
8677,sms,hauddi,A,A_PRSPRC-VXYY-I,X
8678,sms,paarri,A,A_PRSPRC-VVCC-I,X
8679,sms,laaʹlli,A,A_PRSPRC-VVCC-I,X
8687,sms,suõʹppsõs,A,A-ATTR_,X
8688,sms,sââvvai,A,A_PRSPRC-VVCC-AI,X
8689,sms,suâppai,A,A_PRSPRC-VWCC-AI,X
8721,sms,čuõʹvves-seenai,A,A_SAELTTAI,X
8733,sms,kaiʹǧǧes,A,A-ATTR_,X
8734,sms,kaiggâd,A,A_VISKKYD,2
8745,sms,pieʹlljââlkõs,A,A_SAJOS,1
8787,sms,viõʹǩǩe šõddi,A,A_PRSPRC-VCC-I,X
8797,sms,pââibuž,A,A_PIISSUZH,X
8882,sms,vueiʹvtem,A,A_NALLSHEM,1
8883,sms,vueiʹvteʹm,A,A_NALLSHEM,1
8885,sms,tääujâs,A,A_,X
8886,sms,nobstõõvvi,A,A_PRSPRC-VVCC-I,X
8897,sms,kooʹržev,A,A_AANAR,2
8898,sms,kooʹržvõs,A,A-ATTR_,X
8906,sms,vuõmtem,A,A_NALLSHEM,1
8907,sms,ǩeeʹʒʒes,A,A-ATTR_,X
8908,sms,vuõmteʹm,A,A_NALLSHEM,1
8909,sms,sieʹǧǧes,A,A-ATTR_,X
8910,sms,šeibâr,A,A_AANAR,2
8911,sms,šeibrõs,A,A-ATTR_,X
8912,sms,ǩeäʹʒʒ,A,A_,X
8933,sms,palddlõs,A,A-ATTR_,X
8999,sms,čueʹđǩeârddsaž,A,A_MEERSAZH,1
9031,sms,veeʹrdteʹm,A,A_NALLSHEM,1
9032,sms,veeʹrdtem,A,A_NALLSHEM,1
9036,sms,čoorǥâs,A,A_JOOSKYS,X
9060,sms,fossiilʼlaž,A,A_MEERSAZH,1
9064,sms,aasvâs,A,A_JOOSKYS,X
9066,sms,kuästtai,A,A_PRSPRC-VWXYY-AI,X
9113,sms,ǩeeʹrjtum,A,A_PSS-PRFPRC,X
9138,sms,teärkk,A,A_,X
9155,sms,mättai,A,A_SAELTTAI,X
9157,sms,vuäivvõõtti,A,A_PRSPRC-VVCC-I,X
9173,sms,njaʹrbbes,A,A-ATTR_,X
9198,sms,seämmamâânaž,A,A_KUYLAZH,3
9207,sms,õõlǥteei,A,A_PRSPRC-EEI,3
9224,sms,škäʹlǩǩeei,A,A_PRSPRC-EEI,3
9232,sms,olggneei,A,A_PRSPRC-EEI,3
9262,sms,tuõkkâd,A,A_VISKKYD,2
9263,sms,tuõʹǩǩes,A,A-ATTR_,X
9283,sms,pooudsaž,A,A_MEERSAZH,1
9287,sms,veeidõõtti,A,A_PRSPRC-VVCC-I,X
9289,sms,viggteei,A,A_PRSPRC-EEI,3
9300,sms,tuâǥǥaž,A,A_KUYLAZH,3
9349,sms,veiʹǩǩrõs,A,A-ATTR_,X
9350,sms,veiʹǩǩer,A,A_AANAR,2
9374,sms,pakkneei,A,A_PRSPRC-EEI,3
9375,sms,liõggneei,A,A_PRSPRC-EEI,3
9408,sms,saađđi,A,A_PRSPRC-VVCC-I,X
9430,sms,siõrtõõlli,A,A_PRSPRC-VVCC-I,X
9460,sms,nååkkeei,A,A_PRSPRC-EEI,3
9470,sms,kuõiʹtǩiõllsaž,A,A_MEERSAZH,1
9497,sms,dommjânnamlaž,A,A_MEERSAZH,1
9561,sms,nuõrrsâkka,A,A_,X
9569,sms,caappi,A,A_PRSPRC-VVCC-I,X
9604,sms,âssjab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
9605,sms,kââʹzzab,A,A_IS_ADJ-DER/COMP_ab,X
9607,sms,poppeei,A,A_PRSPRC-EEI,3
9608,sms,čueʹcceei,A,A_PRSPRC-EEI,3
9609,sms,kuõskteei,A,A_PRSPRC-EEI,3
9628,sms,pâʹjjelekksaž,A,A_MEERSAZH,1
9629,sms,teimmjõž,A,A_,X
9630,sms,teeimjõž,A,A_,X
9633,sms,vuâđtem,A,A_NALLSHEM,1
9634,sms,vuâđteʹm,A,A_NALLSHEM,1
9638,sms,säʹrǧǧmallaš,A,A_TOBDDSALLASH,X
9671,sms,taalǥaalaž,A,A_MEERSAZH,1
9698,sms,paaimteei,A,A_PRSPRC-EEI,3
9699,sms,maazzlõʹstti,A,A_PRSPRC-VXYY-I,X
9715,sms,vieʹlǧǧes,A,A-ATTR_,X
9716,sms,reâdak,A,A_KOALVAK,2
9717,sms,reâdkas,A,A-ATTR_,X
9718,sms,viâlggâd,A,A_VISKKYD,2
9728,sms,luâđväärlaž,A,A_MEERSAZH,1
9756,sms,viõkkâs,A,A_RUODDYS,2
9757,sms,viõusâs,A,A-ATTR_,X
9758,sms,viõkksõs,A,A-ATTR_,X
9760,sms,kâuʹrrai,A,A_,X
9772,sms,põõšši,A,A_PRSPRC-VVKK-I,X
9788,sms,pueidak,A,A_KOALVAK,2
9789,sms,kõss,A,A-ATTR_,X
9790,sms,pueidkõs,A,A-ATTR_,X
9791,sms,tuõlbb,A,A_CHUOSHKK,1
9793,sms,lättsmõõvvi,A,A_PRSPRC-VVCC-I,X
9803,sms,jieʹrǧǧes,A,A-ATTR_,X
9804,sms,jieʹrǧǧi,A,A_,X
9806,sms,ǩiõllpirrsaž,A,A_MEERSAZH,1
9815,sms,nuõrsmeei,A,A_PRSPRC-EEI,3
9828,sms,ceäggas,A,A_CEAEGGAS,X
9844,sms,riâddõõtti,A,A_PRSPRC-VVCC-I,X
9867,sms,pieʹlltõõrǥsaž,A,A_MEERSAZH,1
9868,sms,väjjäppsaž,A,A_MEERSAZH,1
9877,sms,ǩiâreei,A,A_PRSPRC-EEI,3
9878,sms,njäuʹnjldeei,A,A_PRSPRC-EEI,3
9884,sms,vââǥǥlaž,A,A_MEERSAZH,1
9890,sms,viõmmšõõvvâm,A,A_AANAR,2
9920,sms,rõõvvõõlli,A,A_PRSPRC-VVCC-I,X
9941,sms,pâurršeei,A,A_PRSPRC-EEI,3
9945,sms,tårkkai,A,A_SAELTTAI,X
9995,sms,mäʹhssempeeiʹvtem,A,A_NALLSHEM,1
9996,sms,mäʹhssempeeiʹvteʹm,A,A_NALLSHEM,1
9998,sms,räiggneei,A,A_PRSPRC-EEI,3
10010,sms,âkkai,A,A_SAELTTAI,X
10011,sms,âkksas,A,A-ATTR_,X
10025,sms,savvi,A,A_,X
10026,sms,saʹvves,A,A-ATTR_,X
10031,sms,tuärǥtõõlli,A,A_PRSPRC-VVCC-I,X
10064,sms,lååiǩeârddsaž,A,A_MEERSAZH,1
10083,sms,pukviõǥǥlaž,A,A_MEERSAZH,1
10124,sms,tekkai,A,A_SAELTTAI,X
10125,sms,tekkas,A,A-ATTR_,X
10135,sms,läähhlõõvvâm,A,A_AANAR,2
10136,sms,miõckknam,A,A_,X
10143,sms,čuõjjlõs,A,A-ATTR_,X
10161,sms,kääuʹcekksaž,A,A_MEERSAZH,1
10172,sms,tammuum,A,A_PSS-PRFPRC,X
10178,sms,trooccâmnallšem,A,A_NALLSHEM,1
10179,sms,troocclaž,A,A_MEERSAZH,1
10219,sms,läittemvuâlaž,A,A_KUYLAZH,3
10228,sms,piustõõvvi,A,A_PRSPRC-VVCC-I,X
10285,sms,njuõrâsvarddsaž,A,A_MEERSAZH,1
10297,sms,vuõjji,A,A_,X
10326,sms,juâkksaž,A,A_MEERSAZH,1
10327,sms,juõʹǩǩʼkaž,A,A_MEERSAZH,1
10334,sms,ruppõõvvi,A,A_PRSPRC-VVCC-I,X
10368,sms,paaimteeʹes,A,A_,X
10370,sms,kookkasvuõiʹnni,A,A_,X
10376,sms,kõrrtrafiikklaž,A,A_MEERSAZH,1
10383,sms,veäʹlaš,A,A_,X
10384,sms,veäʹlsõs,A,A-ATTR_,X
10402,sms,ruʹppi,A,A_JIOQNNI,X
10420,sms,čåuddõõtti,A,A_PRSPRC-VVCC-I,X
10434,sms,neâmmjeei,A,A_PRSPRC-EEI,3
10445,sms,aiccâl,A,A_AANAR,2
10457,sms,euʹrrhââddsaž,A,A_MEERSAZH,1
10466,sms,kâlljai,A,A_SAELTTAI,X
10476,sms,hiâlpab,A,A_IS_ADJ-DER/COMP_ab,X
10569,sms,njääʹbbeei,A,A_PRSPRC-EEI,3
10596,sms,nastojâšši,A,A_,X
10597,sms,takainallšem,A,A_NALLSHEM,1
10599,sms,vaarõõtti,A,A_PRSPRC-VVCC-I,X
10616,sms,täärmtõõvvâm,A,A_AANAR,2
10653,sms,luâttmäddtiõđlaž,A,A_MEERSAZH,1
10713,sms,virksmeei,A,A_PRSPRC-EEI,3
10733,sms,privat,A,A_,X
10789,sms,ouddjurdditeʹm,A,A_NALLSHEM,1
10790,sms,ouddjurdditem,A,A_NALLSHEM,1
10791,sms,ooudjurdditeʹmes,A,A-ATTR_,X
10800,sms,čeuʹllõs,A,A-ATTR_,X
10801,sms,čeullai,A,A_PRSPRC-VXYY-AI,X
10838,sms,čuämmai,A,A_PRSPRC-VWCC-AI,X
10842,sms,vuâsppåådlaž,A,A_MEERSAZH,1
10844,sms,sǩiʹrvvteei,A,A_PRSPRC-EEI,3
10845,sms,siʹŋŋeei,A,A_PRSPRC-EEI,3
10885,sms,smeʹllkõʹtti,A,A_PRSPRC-VCC-I,X
10936,sms,ålggjânnmallaš,A,A_TOBDDSALLASH,X
10947,sms,čââvas,A,A_,X
10962,sms,piŋŋâlsõõus,A,A_SOOUS,2
10963,sms,kaiʹǧǧesručkkâd,A,A_VISKKYD,2
10964,sms,kaiʹǧǧesruʹčǩǩes,A,A-ATTR_,X
11011,sms,lannʼjum vueʹddes,A,A_,X
11074,sms,kuestʼteʹm,A,A_NALLSHEM,1
11075,sms,kuestʼtem,A,A_NALLSHEM,1
11079,sms,kuâimma naʹddjõõtti,A,A_PRSPRC-VVCC-I,X
11092,sms,puuʹđteʹm,A,A_NALLSHEM,1
11093,sms,puuʹđtem,A,A_NALLSHEM,1
11101,sms,spuuhnâm,A,A_AANAR,2
11102,sms,pååssam,A,A_,X
11129,sms,ǩeädggai,A,A_SAELTTAI,X
11130,sms,ǩeädggâs,A,A-ATTR_,X
11168,sms,näʹnn,A,A_LOAQDD,1
11170,sms,laaskâv,A,A_AANAR,2
11174,sms,räʹtǩǩeei,A,A_PRSPRC-EEI,3
11191,sms,vieʹljtem,A,A_NALLSHEM,1
11206,sms,njuõbrâs,A,A_,X
11209,sms,čuddõõtti,A,A_PRSPRC-VVCC-I,X
11237,sms,agressiivlaž,A,A_MEERSAZH,1
11281,sms,aukkjeei,A,A_PRSPRC-EEI,3
11341,sms,tän poddsaž,A,A_MEERSAZH,1
11357,sms,jõskksõs,A,A-ATTR_,X
11377,sms,lääʹǩǩvaikktemnallšem,A,A_NALLSHEM,1
11378,sms,lääʹǩǩvaikktemnallšeʹm,A,A_NALLSHEM,1
11379,sms,lääʹǩǩvaikktemnallšeʹmes,A,A-ATTR_,X
11448,sms,pannluučkai,A,A_SAELTTAI,X
11462,sms,piuʹlli,A,A_JIOQNNI,X
11463,sms,piõuʹlli,A,A_JIOQNNI,X
11464,sms,piõuʹlles,A,A_,X
11466,sms,käʹcc,A,A_LOAQDD,1
11481,sms,poddsaž,A,A_MEERSAZH,1
11519,sms,vuõrri,A,A_,X
11544,sms,paaʒʒõõtti,A,A_PRSPRC-VVCC-I,X
11559,sms,kõõʒʒivuiʹm riõkki,A,A_PRSPRC-VXYY-I,X
11563,sms,puäʒʒčaʹppes,A,A-ATTR_,X
11564,sms,puäʒʒčappâd,A,A_VISKKYD,2
11565,sms,čaʹppes,A,A-ATTR_,X
11571,sms,cuõʒʒtõõvvi,A,A_PRSPRC-VVCC-I,X
11578,sms,nuâllʼjam,A,A_,X
11594,sms,koummõhttsaž,A,A_MEERSAZH,1
11641,sms,čuõʹjjlõs,A,A-ATTR_,X
11656,sms,väinneei,A,A_PRSPRC-EEI,3
11686,sms,čõõđpäʹšttjam,A,A_,X
11695,sms,murkkâkksaž,A,A_MEERSAZH,1
11702,sms,mielli,A,A_,X
11704,sms,lääʹbltem,A,A_NALLSHEM,1
11705,sms,lääʹblteʹm,A,A_NALLSHEM,1
11723,sms,särjjai,A,A_SAELTTAI,X
11724,sms,saʹrjjes,A,A-ATTR_,X
11743,sms,toobdtem,A,A_NALLSHEM,1
11744,sms,toobdteʹm,A,A_NALLSHEM,1
11762,sms,peʹǩǩes,A,A-ATTR_,X
11794,sms,panntiõrvsallaš,A,A_TOBDDSALLASH,X
11805,sms,tõppi,A,A_PRSPRC-VCC-I,X
11806,sms,notkki,A,A_PRSPRC-VXYY-I,X
11849,sms,kobrrjumus,A,A_,X
11868,sms,njoorǥeei,A,A_PRSPRC-EEI,3
11959,sms,njorggai,A,A_PRSPRC-VXYY-AI,X
11960,sms,njivvšeei,A,A_PRSPRC-EEI,3
11961,sms,viŋŋšeei,A,A_PRSPRC-EEI,3
11962,sms,piiǯǯeei,A,A_PRSPRC-EEI,3
11975,sms,kåʹdstõõlli,A,A_PRSPRC-VVCC-I,X
11986,sms,sueiʹmkrõʹstti,A,A_PRSPRC-VXYY-I,X
12030,sms,suttleei,A,A_PRSPRC-EEI,3
12045,sms,čaʹppesručkkâd,A,A_VISKKYD,2
12046,sms,čaʹppesruʹčǩǩes,A,A-ATTR_,X
12080,sms,lemjjai,A,A_PRSPRC-VXYY-AI,X
12092,sms,käʹcǩšnõõvvi,A,A_PRSPRC-VVCC-I,X
12093,sms,čuäʹǧǧõõvvi,A,A_PRSPRC-VVCC-I,X
12150,sms,suõjjsõmâs,A,A_,X
12151,sms,suõjjsummus,A,A_IS_ADJ-DER/SUPERL_ummus,X
12192,sms,õʹhttečõõnni,A,A_PRSPRC-VVCC-I,X
12197,sms,koozzteei,A,A_PRSPRC-EEI,3
12201,sms,preuggai,A,A_PRSPRC-VXYY-AI,X
12202,sms,rouggi,A,A_PRSPRC-VXYY-I,X
12203,sms,rõõkki,A,A_PRSPRC-VVKK-I,X
12228,sms,tuõđlaž,A,A_MEERSAZH,1
12234,sms,puʹhtti,A,A_PRSPRC-VHYY-I,X
12253,sms,meervääldlaž,A,A_MEERSAZH,1
12266,sms,seivvai,A,A_PRSPRC-VXYY-AI,X
12291,sms,sopttsas,A,A-ATTR_,X
12292,sms,sopttai,A,A_SAELTTAI,X
12304,sms,šošnlõõvvi,A,A_PRSPRC-VVCC-I,X
12305,sms,miâstti,A,A_PRSPRC-VWXYY-I,X
12312,sms,vaʒʒâd,A,A_VISKKYD,2
12313,sms,vaʹʒʒsõs,A,A-ATTR_,X
12329,sms,jeäʹrmmšõs,A,A-ATTR_,X
12330,sms,miõllâš,A,A_RUODDYS,2
12331,sms,jeäʹrmmeš,A,A_JAELLASH,X
12332,sms,miõllšas,A,A-ATTR_,X
12419,sms,âlddneei,A,A_PRSPRC-EEI,3
12442,sms,pombbâlaunnsaž,A,A_MEERSAZH,1
12481,sms,staurrneei,A,A_PRSPRC-EEI,3
12506,sms,haajjteʹm,A,A_NALLSHEM,1
12507,sms,haajjtem,A,A_NALLSHEM,1
12518,sms,viiđsuåpplaž,A,A_MEERSAZH,1
12527,sms,räʹǩstemnallšem,A,A_NALLSHEM,1
12553,sms,suõhssai,A,A_SAELTTAI,X
12554,sms,teuʹrres,A,A-ATTR_,X
12555,sms,teurrai,A,A_PRSPRC-VXYY-AI,X
12577,sms,čeävvlaž,A,A_MEERSAZH,1
12593,sms,meinnas,A,A-ATTR_,X
12594,sms,meinnai,A,A_SAELTTAI,X
12640,sms,koođđi,A,A_PRSPRC-VVCC-I,X
12704,sms,pešttlõs,A,A-ATTR_,X
12705,sms,peštteʹl,A,A_,X
12732,sms,oʹđđestšõddâm,A,A_AANAR,2
12754,sms,ruâpseei,A,A_PRSPRC-EEI,3
12776,sms,ääʹpptab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
12794,sms,vuâllmneei,A,A_PRSPRC-EEI,3
12795,sms,vuäjjai,A,A_PRSPRC-VWCC-AI,X
12862,sms,jiõččmõõvvi,A,A_PRSPRC-VVCC-I,X
12888,sms,skiiđâr,A,A_AANAR,2
12889,sms,skiiđrõs,A,A-ATTR_,X
12994,sms,tääjjlõs,A,A-ATTR_,X
12999,sms,heärvvai,A,A_SAELTTAI,X
13011,sms,kõrreei,A,A_PRSPRC-EEI,3
13024,sms,čåujjai,A,A_SAELTTAI,X
13025,sms,čåuʹjjes,A,A-ATTR_,X
13047,sms,čäppjeei,A,A_PRSPRC-EEI,3
13049,sms,vuätkkteei,A,A_PRSPRC-EEI,3
13061,sms,jânnamtem,A,A_NALLSHEM,1
13062,sms,jânnamteʹm,A,A_NALLSHEM,1
13079,sms,teäʹmes,A,A_PUAQRES,2
13093,sms,skääđsuâlaž,A,A_MEERSAZH,1
13105,sms,lâpssai,A,A_SAELTTAI,X
13106,sms,lâʹpssõs,A,A-ATTR_,X
13144,sms,njauksteei,A,A_PRSPRC-EEI,3
13146,sms,hâddai,A,A_SAELTTAI,X
13147,sms,hâʹddsõs,A,A-ATTR_,X
13161,sms,ciccâ,A,A_,X
13194,sms,kååbda,A,A_KOOKKA,X
13221,sms,toovrõs,A,A-ATTR_,X
13248,sms,ânnʼjõžäiggsaž,A,A_MEERSAZH,1
13261,sms,õllärvvsaž,A,A_MEERSAZH,1
13265,sms,paapplaž,A,A_MEERSAZH,1
13279,sms,tååʹlǩ,A,A_,X
13291,sms,väʹlddkååddlaž,A,A_MEERSAZH,1
13295,sms,peälštõõtti,A,A_PRSPRC-VVCC-I,X
13338,sms,vuällai,A,A_PRSPRC-VWCC-AI,X
13361,sms,neuʹrab,A,A_IS_ADJ-DER/COMP_ab,X
13362,sms,hueʹnab,A,A_IS_ADJ-DER/COMP_ab,X
13363,sms,ǩeähnab,A,A_IS_ADJ-DER/COMP_ab,X
13389,sms,äʹrbbvuõđlaž,A,A_MEERSAZH,1
13417,sms,mõõnni-innsaž,A,A_MEERSAZH,1
13424,sms,njeäʹšš-,A,A-ATTR_,X
13426,sms,njeäššai,A,A_SAELTTAI,X
13562,sms,råʹŋǩǩ,A,A_,X
13563,sms,sitti,A,A_,X
13564,sms,päikklõs,A,A_SAJOS,1
13565,sms,siʹttes,A,A-ATTR_,X
13566,sms,rueʹpp,A,A_,X
13573,sms,njuõʹbrsõs,A,A-ATTR_,X
13577,sms,čuõʹvvesruõʹpsses,A,A-ATTR_,X
13578,sms,kaiʹǧǧesruõpssâd,A,A_VISKKYD,2
13579,sms,čuõʹvvesruõpssâd,A,A_VISKKYD,2
13592,sms,pavvõõvvâm,A,A_AANAR,2
13614,sms,ǩiâllâs,A,A-ATTR_,X
13615,sms,šmiõrâk,A,A_KOALVAK,2
13616,sms,šmiõrkõs,A,A-ATTR_,X
13617,sms,ǩiâllai,A,A_SAELTTAI,X
13630,sms,žeeʹvetlaž,A,A_MEERSAZH,1
13631,sms,žeeʹvetnallšem,A,A_NALLSHEM,1
13637,sms,vuäzzlaž,A,A_MEERSAZH,1
13662,sms,njoikkai,A,A_PRSPRC-VXYY-AI,X
13663,sms,suäʹdǧǧeei,A,A_PRSPRC-EEI,3
13691,sms,palggi,A,A_PRSPRC-VXYY-I,X
13692,sms,veʹstteei,A,A_PRSPRC-EEI,3
13724,sms,rââššai,A,A_PRSPRC-VVKK-AI,X
13725,sms,njuõrsmeei,A,A_PRSPRC-EEI,3
13741,sms,tunâlmmsaž,A,A_MEERSAZH,1
13761,sms,vuõiggmiõllsaž,A,A_MEERSAZH,1
13783,sms,õõcckaž,A,A_MEERSAZH,1
13784,sms,väänas,A,A_,X
13785,sms,vääʹnn,A,A_,X
13786,sms,õccnjaž,A,A_MEERSAZH,1
13787,sms,oocckaž,A,A_KUYLAZH,3
13789,sms,pieʹllekksaž,A,A_MEERSAZH,1
13791,sms,moolčteei,A,A_PRSPRC-EEI,3
13802,sms,levvjam,A,A_,X
13826,sms,kuärrneei,A,A_PRSPRC-EEI,3
13888,sms,šuuvvi,A,A_PRSPRC-VVCC-I,X
13889,sms,huuʹveei,A,A_PRSPRC-EEI,3
13891,sms,firskksmemnallšem,A,A_NALLSHEM,1
13906,sms,čuõmârlõõvvi,A,A_PRSPRC-VVCC-I,X
13912,sms,ââʹnnemââʹnteʹm,A,A_NALLSHEM,1
13913,sms,ââʹnnemââʹntem,A,A_NALLSHEM,1
13951,sms,čiččâmpeivvsaž,A,A_MEERSAZH,1
13984,sms,seäkkneei,A,A_PRSPRC-EEI,3
13993,sms,roočkeei,A,A_PRSPRC-EEI,3
14008,sms,viârteei,A,A_PRSPRC-EEI,3
14012,sms,tuâjjsuåppmõõžž vuâlaž,A,A_KUYLAZH,3
14014,sms,ruâptlaž,A,A_MEERSAZH,1
14033,sms,ploottas,A,A-ATTR_,X
14047,sms,tobddjeei,A,A_PRSPRC-EEI,3
14048,sms,kollʼjeei,A,A_PRSPRC-EEI,3
14076,sms,meerekonoomlaž,A,A_MEERSAZH,1
14087,sms,beâddjõõtti,A,A_PRSPRC-VVCC-I,X
14093,sms,aatlaž,A,A_MEERSAZH,1
14097,sms,rainni,A,A_PRSPRC-VXYY-I,X
14098,sms,lueǯǯneei,A,A_PRSPRC-EEI,3
14146,sms,ääʹšštem,A,A_NALLSHEM,1
14147,sms,ääʹššteʹm,A,A_NALLSHEM,1
14161,sms,nuõʹppi,A,A_JIOQNNI,X
14162,sms,nuõʹppes,A,A-ATTR_,X
14191,sms,kååver,A,A_,X
14195,sms,suäjjteʹm,A,A_NALLSHEM,1
14196,sms,suäjjtem,A,A_NALLSHEM,1
14206,sms,sosiaalʼlaž,A,A_MEERSAZH,1
14245,sms,ekonoomlaž,A,A_MEERSAZH,1
14254,sms,juõʹǩǩekksaž,A,A_MEERSAZH,1
14258,sms,vuäʹnkab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
14277,sms,čuäkkteei,A,A_PRSPRC-EEI,3
14286,sms,čolppai,A,A_SAELTTAI,X
14288,sms,mandeeʹes,A,A_,X
14289,sms,maaneei,A,A_PRSPRC-EEI,3
14312,sms,njääbbteei,A,A_PRSPRC-EEI,3
14336,sms,siltteei,A,A_PRSPRC-EEI,3
14356,sms,põõlvituâkksaž,A,A_MEERSAZH,1
14358,sms,modernn,A,A_ALGG,1
14405,sms,čoʹlǧǧes,A,A-ATTR_,X
14406,sms,čolggei,A,A_,X
